s,ID do jogador,Apelido,Agente,NLH,MTT,PLO6,Total,NLH,MTT,PLO6,Jogo_Fav,PROFIT/LOSS
23/02/2026,107383,eduardo deodato,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,109059,GBALA,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,125910,Dekixter,None,0,"2,6",0," R$  2,60 ","0,00%","100,00%","0,00%",MTT,-24
23/02/2026,128661,helk76,None,0,0,"3,08"," R$  3,08 ","0,00%","0,00%","100,00%",PLO6,-50
23/02/2026,139124,Sann13,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,143190,Erivan01,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,143421,rafael21,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,143654,BingaBinga,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,143782,celia184,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",MTT,-1
23/02/2026,145859,Walber_,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,149578,atrevido2,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",MTT,0
23/02/2026,151483,Wollfman69,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,152582,Leoluine,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,152602,toskdecorrente,None,0,"1,5",0," R$  1,50 ","0,00%","100,00%","0,00%",MTT,-3
23/02/2026,153195,ZackEfr0n,None,0,"0,3",0," R$  0,30 ","0,00%","100,00%","0,00%",MTT,2
23/02/2026,156615,Tutubarão83,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,158564,AKQJ10,None,0,0,0, R$  -   ,,,,NLH,8
23/02/2026,159054,malfoy,None,"1,24","0,2","4,02"," R$  5,46 ","22,71%","3,66%","73,63%",PLO6,-15
23/02/2026,159197,zuzu,None,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",MTT,-10
23/02/2026,160412,pix160412,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,160495,gmorett,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,161533,pix161533,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,162710,poker aí,None,0,0,0, R$  -   ,,,,NLH,1
23/02/2026,167084,LeoLuine1,None,0,0,0, R$  -   ,,,,NLH,1
23/02/2026,167268,LeoLuine2,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,168505,Bitenca,None,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",MTT,4
23/02/2026,169016,Creck,None,0,"0,3",0," R$  0,30 ","0,00%","100,00%","0,00%",MTT,0
23/02/2026,170943,claytim,None,"3,57","0,8","0,59"," R$  4,96 ","71,98%","16,13%","11,90%",NLH,6
23/02/2026,171114,Vapor Z/S,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,172407,CanindeCearaBrasil,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,172470,优胜者,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",MTT,0
23/02/2026,172656,pix172656,None,"0,27","1,6",0," R$  1,87 ","14,44%","85,56%","0,00%",MTT,-20
23/02/2026,173048,murillinho,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,173555,pix173555,None,0,"0,4",0," R$  0,40 ","0,00%","100,00%","0,00%",MTT,-1
23/02/2026,176256,Ceição,None,0,"0,5",0," R$  0,50 ","0,00%","100,00%","0,00%",MTT,-5
23/02/2026,180777,pix180777,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,181043,Foldei mane,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,181098,pix181098,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,181845,pix181845,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,183246,detona pato,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,183527,pix183527,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",MTT,-1
23/02/2026,183533,pix183533,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,185553,??Mangusto?,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,186784,Novinski,None,"0,64",0,0," R$  0,64 ","100,00%","0,00%","0,00%",NLH,-1
23/02/2026,187314,pix187314,None,0,0,"1,5"," R$  1,50 ","0,00%","0,00%","100,00%",PLO6,-10
23/02/2026,188637,pix188637,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,190864,pix190864,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,190866,pix190866,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,190867,pix190867,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,190868,barbactc,None,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",MTT,1
23/02/2026,191135,carlosvolt,None,0,0,0, R$  -   ,,,,NLH,2
23/02/2026,191505,luby,None,0,"1,7",0," R$  1,70 ","0,00%","100,00%","0,00%",MTT,-17
23/02/2026,193451,IlhaPoker,None,0,0,0, R$  -   ,,,,NLH,1
23/02/2026,193665,pix193665,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,193978,2001,None,"25,44",0,0," R$  25,44 ","100,00%","0,00%","0,00%",NLH,-4
23/02/2026,178437,loucojoker777?,None,"1,02","43,3","55,48"," R$  99,80 ","1,02%","43,39%","55,59%",PLO6,-355
23/02/2026,126920,MisterBet,None,"3,08","12,4","6,3"," R$  21,78 ","14,14%","56,93%","28,93%",MTT,-116
23/02/2026,146679,JOTAT,None,0,"37,9",0," R$  37,90 ","0,00%","100,00%","0,00%",MTT,105
23/02/2026,175779,KinkuaK,None,"4,28","4,2",0," R$  8,48 ","50,47%","49,53%","0,00%",NLH,-52
23/02/2026,185757,chica,None,0,40,"7,47"," R$  47,47 ","0,00%","84,26%","15,74%",MTT,604
23/02/2026,193280,GODZZILLA,None,"11,2","23,66",0," R$  34,86 ","32,13%","67,87%","0,00%",MTT,-294
23/02/2026,170747,Mkdl,None,0,0,"12,01"," R$  12,01 ","0,00%","0,00%","100,00%",PLO6,-185
23/02/2026,172800,Silva172800,None,0,0,"20,88"," R$  20,88 ","0,00%","0,00%","100,00%",PLO6,-222
23/02/2026,104849,DjalmaIpu,None,"27,39",0,0," R$  27,39 ","100,00%","0,00%","0,00%",NLH,99
23/02/2026,134931,GG14,None,"84,82","3,9",0," R$  88,72 ","95,60%","4,40%","0,00%",NLH,-176
23/02/2026,164157,nenemotos,None,"2,61",0,0," R$  2,61 ","100,00%","0,00%","0,00%",NLH,-32
23/02/2026,164226,MagnaTazinho,None,"45,28",1,0," R$  46,28 ","97,84%","2,16%","0,00%",NLH,-147
23/02/2026,194026,Carv,None,"66,64",0,0," R$  66,64 ","100,00%","0,00%","0,00%",NLH,-233
23/02/2026,163235,Jumenta preta ?,None,"11,65",0,0," R$  11,65 ","100,00%","0,00%","0,00%",NLH,3
23/02/2026,188416,juliomoneymaker,None,"2,96","288,1",0," R$  291,06 ","1,02%","98,98%","0,00%",MTT,-437
23/02/2026,193637,BeNSharK?,None,"16,83","81,4",0," R$  98,23 ","17,13%","82,87%","0,00%",MTT,-379
23/02/2026,194057,pix194057,None,0,23,0," R$  23,00 ","0,00%","100,00%","0,00%",MTT,-223
23/02/2026,100215,Chapéu sem carne,None,"4,12",0,"104,63"," R$  108,75 ","3,79%","0,00%","96,21%",PLO6,-212
23/02/2026,148535,amisraelchai??,None,0,"48,9",0," R$  48,90 ","0,00%","100,00%","0,00%",MTT,46
23/02/2026,102004,RobertoM,None,"114,13",0,"474,04"," R$  588,17 ","19,40%","0,00%","80,60%",PLO6,-1.381
23/02/2026,107426,taysonboy,None,"12,78",0,"0,04"," R$  12,82 ","99,69%","0,00%","0,31%",NLH,-74
23/02/2026,125022,pix125022,None,"12,34",0,"39,37"," R$  51,71 ","23,86%","0,00%","76,14%",PLO6,28
23/02/2026,133382,martinsScc,None,"24,87",0,0," R$  24,87 ","100,00%","0,00%","0,00%",NLH,-41
23/02/2026,157821,eliasvilar,None,"10,77",0,0," R$  10,77 ","100,00%","0,00%","0,00%",NLH,-100
23/02/2026,159245,Wick,None,"7,56",0,0," R$  7,56 ","100,00%","0,00%","0,00%",NLH,92
23/02/2026,161105,picanha,None,"30,4",0,0," R$  30,40 ","100,00%","0,00%","0,00%",NLH,-90
23/02/2026,167974,Cajueiro12,None,"0,18",0,"1,79"," R$  1,97 ","9,14%","0,00%","90,86%",PLO6,-20
23/02/2026,170863,J.Monteiro,None,"18,33","7,7",0," R$  26,03 ","70,42%","29,58%","0,00%",NLH,-256
23/02/2026,172194,gringo01,None,"95,93",0,"0,87"," R$  96,80 ","99,10%","0,00%","0,90%",NLH,-63
23/02/2026,187063,marco_zero,None,"4,92",0,0," R$  4,92 ","100,00%","0,00%","0,00%",NLH,-27
23/02/2026,187443,CaioJr14,None,"108,43","1,7",0," R$  110,13 ","98,46%","1,54%","0,00%",NLH,-273
23/02/2026,192358,pix192358,None,"21,26",0,0," R$  21,26 ","100,00%","0,00%","0,00%",NLH,-79
23/02/2026,192783,pix192783,None,"3,25",0,0," R$  3,25 ","100,00%","0,00%","0,00%",NLH,-47
23/02/2026,193365,xandao77,None,"5,1",0,0," R$  5,10 ","100,00%","0,00%","0,00%",NLH,-70
23/02/2026,193927,pix193927,None,"12,08",0,"25,15"," R$  37,23 ","32,45%","0,00%","67,55%",PLO6,-56
23/02/2026,194090,pix194090,None,"19,65",0,"0,04"," R$  19,69 ","99,80%","0,00%","0,20%",NLH,-207
23/02/2026,194091,RUVIS,None,"15,78","7,6",0," R$  23,38 ","67,49%","32,51%","0,00%",NLH,-198
23/02/2026,157565,Chupa|Engole,None,0,0,"2,22"," R$  2,22 ","0,00%","0,00%","100,00%",PLO6,-23
23/02/2026,140832,VICIADA,None,0,"0,9","23,4"," R$  24,30 ","0,00%","3,70%","96,30%",PLO6,-197
23/02/2026,154477,pix154477,None,0,0,"3,8"," R$  3,80 ","0,00%","0,00%","100,00%",PLO6,5
23/02/2026,182877,pix182877,None,0,0,"84,84"," R$  84,84 ","0,00%","0,00%","100,00%",PLO6,-657
23/02/2026,183918,magovk12,None,0,0,"10,04"," R$  10,04 ","0,00%","0,00%","100,00%",PLO6,-67
23/02/2026,186274,Claudinho Rav,None,0,0,"3,64"," R$  3,64 ","0,00%","0,00%","100,00%",PLO6,-6
23/02/2026,189009,GGPoker,None,"1,84",0,"32,44"," R$  34,28 ","5,37%","0,00%","94,63%",PLO6,-140
23/02/2026,193430,cbZada,None,0,0,"17,99"," R$  17,99 ","0,00%","0,00%","100,00%",PLO6,6
23/02/2026,143714,ɢᴏʀᴅᴇx,None,0,2,0," R$  2,00 ","0,00%","100,00%","0,00%",MTT,-20
23/02/2026,188457,tomate,None,0,"32,7",0," R$  32,70 ","0,00%","100,00%","0,00%",MTT,-76
23/02/2026,104119,pix104119,None,"0,61",0,0," R$  0,61 ","100,00%","0,00%","0,00%",NLH,-12
23/02/2026,151349,wislen,None,"11,89",0,0," R$  11,89 ","100,00%","0,00%","0,00%",NLH,-90
23/02/2026,186906,zabuza33,None,"0,91",10,0," R$  10,91 ","8,34%","91,66%","0,00%",MTT,-112
23/02/2026,190817,pix190817,None,"4,9",0,0," R$  4,90 ","100,00%","0,00%","0,00%",NLH,-35
23/02/2026,106158,pabloescobar,None,0,0,"7,34"," R$  7,34 ","0,00%","0,00%","100,00%",PLO6,381
23/02/2026,138571,orocha,None,0,4,0," R$  4,00 ","0,00%","100,00%","0,00%",MTT,-40
23/02/2026,193624,pix193624,None,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",MTT,-10
23/02/2026,104131,all inn,None,"17,12","11,5",0," R$  28,62 ","59,82%","40,18%","0,00%",NLH,256
23/02/2026,111860,pedro Aurélio,None,"0,42",0,0," R$  0,42 ","100,00%","0,00%","0,00%",NLH,-15
23/02/2026,154267,bil,None,"115,3","3,9","5,76"," R$  124,96 ","92,27%","3,12%","4,61%",NLH,-161
23/02/2026,194012,pix194012,None,"4,11",0,0," R$  4,11 ","100,00%","0,00%","0,00%",NLH,-30
23/02/2026,186019,LC7PB,None,0,0,"10,55"," R$  10,55 ","0,00%","0,00%","100,00%",PLO6,5
23/02/2026,137049,-DmT,None,0,0,"5,67"," R$  5,67 ","0,00%","0,00%","100,00%",PLO6,-50
23/02/2026,150043,gamby,None,0,1,"50,03"," R$  51,03 ","0,00%","1,96%","98,04%",PLO6,-136
23/02/2026,194040,B.D.G.,None,0,0,"10,11"," R$  10,11 ","0,00%","0,00%","100,00%",PLO6,-149
23/02/2026,193941,joaofurtado,None,"247,96","56,9",0," R$  304,86 ","81,34%","18,66%","0,00%",NLH,-349
23/02/2026,103147,doido roni,None,0,"0,2","51,21"," R$  51,41 ","0,00%","0,39%","99,61%",PLO6,-49
23/02/2026,146781,BabyShark54,None,0,1,"0,28"," R$  1,28 ","0,00%","78,13%","21,88%",MTT,-14
23/02/2026,157948,DonnieDarko17,None,0,2,"41,19"," R$  43,19 ","0,00%","4,63%","95,37%",PLO6,-302
23/02/2026,171136,vainotrem,None,0,0,"2,48"," R$  2,48 ","0,00%","0,00%","100,00%",PLO6,-34
23/02/2026,185363,pix185363,None,0,0,"100,84"," R$  100,84 ","0,00%","0,00%","100,00%",PLO6,-177
23/02/2026,186267,pix186267,None,0,"0,1","10,57"," R$  10,67 ","0,00%","0,94%","99,06%",PLO6,28
23/02/2026,123911,IAGODT,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,173035,JeffCGPB.,None,"5,88","2,4",0," R$  8,28 ","71,01%","28,99%","0,00%",NLH,-61
23/02/2026,182817,CreisoN25,None,"0,7",0,0," R$  0,70 ","100,00%","0,00%","0,00%",NLH,-3
23/02/2026,193822,Morpha25,None,"5,43",0,0," R$  5,43 ","100,00%","0,00%","0,00%",NLH,-17
23/02/2026,193889,pix193889,None,"0,5",0,0," R$  0,50 ","100,00%","0,00%","0,00%",NLH,-5
23/02/2026,171159,LestSGoGuys,None,0,0,"11,04"," R$  11,04 ","0,00%","0,00%","100,00%",PLO6,-40
23/02/2026,173441,pix173441,None,0,0,"75,47"," R$  75,47 ","0,00%","0,00%","100,00%",PLO6,-161
23/02/2026,185102,Gabriel M,None,0,"0,1","1,37"," R$  1,47 ","0,00%","6,80%","93,20%",PLO6,-21
23/02/2026,188382,Ambusias,None,0,0,"1,8"," R$  1,80 ","0,00%","0,00%","100,00%",PLO6,-24
23/02/2026,193559,Gabriellopes,None,"8,51",0,"0,7"," R$  9,21 ","92,40%","0,00%","7,60%",NLH,-50
23/02/2026,108144,Tudão Ap,None,0,0,"52,31"," R$  52,31 ","0,00%","0,00%","100,00%",PLO6,-127
23/02/2026,141756,WGod,None,0,"3,1",0," R$  3,10 ","0,00%","100,00%","0,00%",MTT,-31
23/02/2026,146343,Mika,None,0,4,0," R$  4,00 ","0,00%","100,00%","0,00%",MTT,-40
23/02/2026,181067,pix181067,None,0,6,"1,06"," R$  7,06 ","0,00%","84,99%","15,01%",MTT,65
23/02/2026,189832,JHS.OFC,None,0,"4,9",0," R$  4,90 ","0,00%","100,00%","0,00%",MTT,-49
23/02/2026,191965,LEBLINDERS,None,0,"26,9",0," R$  26,90 ","0,00%","100,00%","0,00%",MTT,-84
23/02/2026,193411,JRMolina,None,0,3,0," R$  3,00 ","0,00%","100,00%","0,00%",MTT,-30
23/02/2026,193960,ms__1,None,0,"3,6",0," R$  3,60 ","0,00%","100,00%","0,00%",MTT,-36
23/02/2026,194069,pix194069,None,0,"4,3","4,09"," R$  8,39 ","0,00%","51,25%","48,75%",MTT,-137
23/02/2026,139175,Kaciano,None,0,0,"3,78"," R$  3,78 ","0,00%","0,00%","100,00%",PLO6,-40
23/02/2026,150031,TudoOuNada,None,0,0,"17,86"," R$  17,86 ","0,00%","0,00%","100,00%",PLO6,-147
23/02/2026,184864,maneldogreen,None,"0,65",0,0," R$  0,65 ","100,00%","0,00%","0,00%",NLH,-8
23/02/2026,181033,pix181033,None,0,40,0," R$  40,00 ","0,00%","100,00%","0,00%",MTT,-355
23/02/2026,188976,pix188976,None,0,10,0," R$  10,00 ","0,00%","100,00%","0,00%",MTT,-100
23/02/2026,162826,Wendly46,None,"1,39",0,0," R$  1,39 ","100,00%","0,00%","0,00%",NLH,-30
23/02/2026,174229,treiss77,None,"0,63",0,0," R$  0,63 ","100,00%","0,00%","0,00%",NLH,12
23/02/2026,181934,pededu,None,"0,37",2,0," R$  2,37 ","15,61%","84,39%","0,00%",MTT,-25
23/02/2026,189391,Shell271,None,"14,38",0,"25,5"," R$  39,88 ","36,06%","0,00%","63,94%",PLO6,-96
23/02/2026,194161,badangel,None,"17,15","2,6","0,69"," R$  20,44 ","83,90%","12,72%","3,38%",NLH,-114
23/02/2026,146045,jor1966,None,0,"75,45",0," R$  75,45 ","0,00%","100,00%","0,00%",MTT,583
23/02/2026,182647,pedin o doido,None,0,"5,2",0," R$  5,20 ","0,00%","100,00%","0,00%",MTT,-52
23/02/2026,149703,Noob,None,0,"14,4",0," R$  14,40 ","0,00%","100,00%","0,00%",MTT,-144
23/02/2026,183539,jhon19,None,0,"19,65",0," R$  19,65 ","0,00%","100,00%","0,00%",MTT,-197
23/02/2026,102664,pix102664,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,102785,Joaofilho,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,102814,pix102814,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,102820,dual core,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,103298,tirson,None,0,"0,3",0," R$  0,30 ","0,00%","100,00%","0,00%",MTT,0
23/02/2026,109270,JAILTON,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,112377,Paulo Robert,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,112407,pix112407,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,113048,pix113048,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,117068,pauloleite,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,124219,pix124219,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,124354,JorgeNeto,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,124391,veraluciafar,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,124401,killthemall,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,124413,catrupe,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,124416,vaibrasil,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,124444,jubileu333,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,124454,20mata,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,124630,fungonaunha,None,0,0,0, R$  -   ,,,,NLH,1
23/02/2026,124632,seteduque,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,130441,thuthu,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,136910,AndreyPoker1,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,139923,𝓡𝓮𝓷𝓪𝓷,None,"7,4",0,0," R$  7,40 ","100,00%","0,00%","0,00%",NLH,-20
23/02/2026,141875,pix141875,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",MTT,0
23/02/2026,146912,fp_malvadeza,None,"0,01","1,2",0," R$  1,21 ","0,83%","99,17%","0,00%",MTT,-11
23/02/2026,148755,pix148755,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,149237,robson baptista,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,152397,RRMcg,None,"1,95",0,0," R$  1,95 ","100,00%","0,00%","0,00%",NLH,-16
23/02/2026,152729,ficha,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,152730,BaruchPB,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,152731,R1CO,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,152752,Rh1802,None,0,"0,8","7,88"," R$  8,68 ","0,00%","9,22%","90,78%",PLO6,-72
23/02/2026,154834,OTARIO,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,154835,ARROMBADO,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,154897,MFFV,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,156339,BARUC,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,160408,pix160408,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,160409,erivandoido,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,160926,pix160926,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,162065,pix162065,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,162067,pix162067,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,164085,DrawingDead,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,166612,Emanuel Farias,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",MTT,-1
23/02/2026,166613,pix166613,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,166677,pix166677,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,167489,pix167489,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",MTT,2
23/02/2026,168427,behavior2,None,0,0,0, R$  -   ,,,,NLH,10
23/02/2026,168753,mago?,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,169154,pix169154,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,170386,pix170386,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,170685,pix170685,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,171387,pix171387,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,171388,pix171388,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,171892,Pororoca_Atomica,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,172064,pix172064,None,0,0,0, R$  -   ,,,,NLH,1
23/02/2026,172478,sir inga,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,173580,bitulety,None,0,"2,26","0,21"," R$  2,47 ","0,00%","91,50%","8,50%",MTT,-28
23/02/2026,174952,tremdofullhouse33,None,"0,29",0,0," R$  0,29 ","100,00%","0,00%","0,00%",NLH,-4
23/02/2026,175329,pix175329,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,175565,ébrio,None,0,0,0, R$  -   ,,,,NLH,1
23/02/2026,176326,Ragnarok_176326,None,0,0,0, R$  -   ,,,,NLH,3
23/02/2026,177384,sergipano01,None,0,"3,3",0," R$  3,30 ","0,00%","100,00%","0,00%",MTT,-25
23/02/2026,177504,pix177504,None,0,"16,72",0," R$  16,72 ","0,00%","100,00%","0,00%",MTT,-82
23/02/2026,177702,Guizzinkrl,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,179417,pix179417,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,179691,Bielvn,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,179838,pix179838,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,180013,IC—,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,180025,pix180025,None,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",MTT,-2
23/02/2026,180036,pix180036,None,0,0,0, R$  -   ,,,,NLH,11
23/02/2026,180083,pix180083,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,180375,LCS13BR,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,182418,Lell92,None,"3,52",0,0," R$  3,52 ","100,00%","0,00%","0,00%",NLH,-8
23/02/2026,184853,pix184853,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,185013,Padrinho,None,0,0,0, R$  -   ,,,,NLH,1
23/02/2026,185688,Arc4njo,None,0,0,0, R$  -   ,,,,NLH,1
23/02/2026,185999,pix185999,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,186748,Mulherdomeumarido33,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,187132,ninguém,None,0,0,0, R$  -   ,,,,NLH,2
23/02/2026,187273,ELITE_13,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,188144,Naza*369*,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,188529,trempix69,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,188897,pix188897,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,188990,Jacke,None,0,"1,1",0," R$  1,10 ","0,00%","100,00%","0,00%",MTT,-11
23/02/2026,189425,NeutrófiloX,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,190710,pix190710,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,190884,bezzera11,None,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",MTT,-2
23/02/2026,191228,Bala bala bala,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,191827,pix191827,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,191829,pix191829,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,191997,pix191997,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,192000,pix192000,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,192001,pix192001,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,192003,pix192003,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,192004,pix192004,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,192011,pix192011,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,192859,blefandovc,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,193532,pix193532,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,193550,carl$kk,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,193609,pix193609,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,193749,sandrao,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,193771,Kau09,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,193950,pix193950,None,"1,47","0,3",0," R$  1,77 ","83,05%","16,95%","0,00%",NLH,16
23/02/2026,194015,ludkielyra,None,0,"10,9",0," R$  10,90 ","0,00%","100,00%","0,00%",MTT,80
23/02/2026,194136,paracatu,None,0,"18,6","5,35"," R$  23,95 ","0,00%","77,66%","22,34%",MTT,81
23/02/2026,194155,AlexWalter,None,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,189866,pix189866,None,0,1,"4,12"," R$  5,12 ","0,00%","19,53%","80,47%",PLO6,-124
23/02/2026,166644,Loko bala,None,0,0,"9,86"," R$  9,86 ","0,00%","0,00%","100,00%",PLO6,-6
23/02/2026,171706,gukm,None,0,"0,5","77,15"," R$  77,65 ","0,00%","0,64%","99,36%",PLO6,150
23/02/2026,154220,pix154220,None,0,"24,25","196,7"," R$  220,95 ","0,00%","10,98%","89,02%",PLO6,-100
23/02/2026,180838,DI BALA ?,None,0,0,"47,26"," R$  47,26 ","0,00%","0,00%","100,00%",PLO6,62
23/02/2026,187664,Dwbliu,None,0,0,"23,59"," R$  23,59 ","0,00%","0,00%","100,00%",PLO6,-104
23/02/2026,172008,Ayrtonsenna,None,"2,39",0,"1,14"," R$  3,53 ","67,71%","0,00%","32,29%",NLH,-50
23/02/2026,172529,pix172529,None,0,0,"5,59"," R$  5,59 ","0,00%","0,00%","100,00%",PLO6,-120
23/02/2026,189004,ABUSADO,None,0,"2,5","19,8"," R$  22,30 ","0,00%","11,21%","88,79%",PLO6,-167
23/02/2026,107638,Zépoker,None,"11,43",0,0," R$  11,43 ","100,00%","0,00%","0,00%",NLH,-90
23/02/2026,173475,pix173475,None,"3,59",0,0," R$  3,59 ","100,00%","0,00%","0,00%",NLH,-31
23/02/2026,185894,pix185894,None,"3,21",0,0," R$  3,21 ","100,00%","0,00%","0,00%",NLH,-10
